Date,Depth_to_Groundwater_P25
2015-05-16,-20.4
2015-05-17,-20.36
2015-05-18,-20.38
2015-05-19,-20.44
2015-05-20,-20.45
2015-05-21,-20.44
2015-05-22,-20.39
2015-05-23,-20.36
2015-05-24,-20.33
2015-05-25,-20.3
2015-05-26,-20.34
2015-05-27,-20.36
2015-05-28,-20.39
2015-05-29,-20.4
2015-05-30,-20.38
2015-05-31,-20.35
2015-06-01,-20.37
2015-06-02,-20.4
2015-06-03,-20.47
2015-06-04,-20.55
2015-06-05,-20.53
2015-06-06,-20.58
2015-06-07,-20.62
2015-06-08,-20.6
2015-06-09,-20.6
2015-06-10,-20.61
2015-06-11,-20.49
2015-06-12,-20.49
2015-06-13,-20.51
2015-06-14,-20.42
2015-06-15,-20.36
2015-06-16,-20.37
2015-06-17,-20.37
2015-06-18,-20.44
2015-06-19,-20.44
2015-06-20,-20.44
2015-06-21,-20.45
2015-06-22,-20.45
2015-06-23,-20.47
2015-06-24,-20.49
2015-06-25,-20.47
2015-06-26,-20.51
2015-06-27,-20.55
2015-06-28,-20.59
2015-06-29,-20.67
2015-06-30,-20.7
2015-07-01,-20.73
2015-07-02,-20.79
2015-07-03,-20.85
2015-07-04,-20.9
2015-07-05,-20.9
2015-07-06,-20.93
2015-07-07,-20.98
2015-07-08,-21.01
2015-07-09,-21.06
2015-07-10,-21.14
2015-07-11,-21.13
2015-07-12,-21.14
2015-07-13,-21.15
2015-07-14,-21.21
2015-07-15,-21.29
2015-07-16,-21.35
2015-07-17,-21.42
2015-07-18,-21.53
2015-07-19,-21.57
2015-07-20,-21.56
2015-07-21,-21.64
2015-07-22,-21.62
2015-07-23,-21.47
2015-07-24,-21.57
2015-07-25,-21.57
2015-07-26,-21.44
2015-07-27,-21.52
2015-07-28,-21.59
2015-07-29,-21.66
2015-07-30,-21.69
2015-07-31,-21.7
2015-08-01,-21.71
2015-08-02,-21.79
2015-08-03,-21.7
2015-08-04,-21.77
2015-08-05,-21.82
2015-08-06,-21.88
2015-08-07,-21.92
2015-08-08,-21.99
2015-08-09,-21.97
2015-08-10,-21.83
2015-08-11,-21.86
2015-08-12,-21.89
2015-08-13,-21.93
2015-08-14,-21.94
2015-08-15,-21.95
2015-08-16,-21.8
2015-08-17,-21.85
2015-08-18,-21.9
2015-08-19,-21.93
2015-08-20,-22.14
2015-08-21,-22.19
2015-08-22,-22.09
2015-08-23,-22.09
2015-08-24,-22.1
2015-08-25,-22.07
2015-08-26,-22.1
2015-08-27,-22.13
2015-08-28,-22.21
2015-08-29,-22.25
2015-08-30,-22.27
2015-08-31,-22.28
2015-09-01,-22.31
2015-09-02,-22.33
2015-09-03,-22.32
2015-09-04,-22.25
2015-09-05,-22.2
2015-09-06,-22.25
2015-09-07,-22.29
2015-09-08,-22.33
2015-09-09,-22.3
2015-09-10,-22.33
2015-09-11,-22.39
2015-09-12,-22.4
2015-09-13,-22.4
2015-09-14,-22.28
2015-09-15,-22.28
2015-09-16,-22.3
2015-09-17,-22.36
2015-09-18,-22.44
2015-09-19,-22.52
2015-09-20,-22.48
2015-09-21,-22.5
2015-09-22,-22.55
2015-09-23,-22.54
2015-09-24,-22.56
2015-09-25,-22.57
2015-09-26,-22.56
2015-09-27,-22.61
2015-09-28,-22.61
2015-09-29,-22.62
2015-09-30,-22.66
2015-10-01,-22.61
2015-10-02,-22.57
2015-10-03,-22.57
2015-10-04,-22.62
2015-10-05,-22.56
2015-10-06,-22.57
2015-10-07,-22.59
2015-10-08,-22.66
2015-10-09,-22.73
2015-10-10,-22.6
2015-10-11,-22.6
2015-10-12,-22.69
2015-10-13,-22.64
2015-10-14,-22.56
2015-10-15,-22.6
2015-10-16,-22.72
2015-10-17,-22.77
2015-10-18,-22.72
2015-10-19,-22.6
2015-10-20,-22.62
2015-10-21,-22.69
2015-10-22,-22.77
2015-10-23,-22.83
2015-10-24,-22.85
2015-10-25,-22.73
2015-10-26,-22.73
2015-10-27,-22.69
2015-10-28,-22.71
2015-10-29,-22.72
2015-10-30,-22.86
2015-10-31,-22.97
2015-11-01,-23.06
2015-11-02,-23.04
2015-11-03,-23.04
2015-11-04,-22.94
2015-11-05,-22.91
2015-11-06,-22.97
2015-11-07,-23.01
2015-11-08,-23.06
2015-11-09,-23.02
2015-11-10,-23.02
2015-11-11,-23.05
2015-11-12,-23.05
2015-11-13,-23.1
2015-11-14,-23.09
2015-11-15,-23.03
2015-11-16,-23.01
2015-11-17,-23.11
2015-11-18,-23.05
2015-11-19,-23.13
2015-11-20,-23.04
2015-11-21,-22.9
2015-11-22,-23.15
2015-11-23,-23.25
2015-11-24,-23.21
2015-11-25,-23.05
2015-11-26,-23.0
2015-11-27,-23.11
2015-11-28,-23.21
2015-11-29,-23.32
2015-11-30,-23.32
2015-12-01,-23.3
2015-12-02,-23.32
2015-12-03,-23.3
2015-12-04,-23.3
2015-12-05,-23.38
2015-12-06,-23.36
2015-12-07,-23.37
2015-12-08,-23.35
2015-12-09,-23.33
2015-12-10,-23.38
2015-12-11,-23.37
2015-12-12,-23.42
2015-12-13,-23.38
2015-12-14,-23.43
2015-12-15,-23.5
2015-12-16,-23.49
2015-12-17,-23.52
2015-12-18,-23.51
2015-12-19,-23.39
2015-12-20,-23.41
2015-12-21,-23.41
2015-12-22,-23.46
2015-12-23,-23.47
2015-12-24,-23.48
2015-12-25,-23.49
2015-12-26,-23.47
2015-12-27,-23.47
2015-12-28,-23.49
2015-12-29,-23.5
2015-12-30,-23.54
2015-12-31,-23.56
2016-01-01,-23.56
2016-01-02,-23.47
2016-01-03,-23.39
2016-01-04,-23.45
2016-01-05,-23.51
2016-01-06,-23.52
2016-01-07,-23.56
2016-01-08,-23.57
2016-01-09,-23.58
2016-01-10,-23.62
2016-01-11,-23.62
2016-01-12,-23.67
2016-01-13,-23.77
2016-01-14,-23.75
2016-01-15,-23.72
2016-01-16,-23.8
2016-01-17,-23.81
2016-01-18,-23.87
2016-01-19,-23.83
2016-01-20,-23.89
2016-01-21,-23.9
2016-01-22,-24.01
2016-01-23,-24.05
2016-01-24,-24.08
2016-01-25,-24.07
2016-01-26,-24.02
2016-01-27,-23.98
2016-01-28,-23.98
2016-01-29,-24.01
2016-01-30,-23.99
2016-01-31,-23.9
2016-02-01,-23.91
2016-02-02,-24.0
2016-02-03,-24.01
2016-02-04,-24.1
2016-02-05,-24.19
2016-02-06,-24.26
2016-02-07,-24.15
2016-02-08,-24.14
2016-02-09,-24.1
2016-02-10,-24.1
2016-02-11,-24.17
2016-02-12,-24.06
2016-02-13,-24.02
2016-02-14,-24.04
2016-02-15,-24.16
2016-02-16,-24.27
2016-02-17,-24.23
2016-02-18,-24.15
2016-02-19,-24.22
2016-02-20,-24.26
2016-02-21,-24.2
2016-02-22,-24.13
2016-02-23,-24.03
2016-02-24,-24.07
2016-02-25,-24.07
2016-02-26,-24.08
2016-02-27,-24.07
2016-02-28,-24.03
2016-02-29,-24.04
2016-03-01,-24.14
2016-03-02,-24.15
2016-03-03,-24.07
2016-03-04,-24.11
2016-03-05,-24.13
2016-03-06,-24.11
2016-03-07,-24.08
2016-03-08,-24.14
2016-03-09,-24.11
2016-03-10,-24.12
2016-03-11,-24.18
2016-03-12,-24.21
2016-03-13,-24.19
2016-03-14,-24.2
2016-03-15,-24.18
2016-03-16,-24.19
2016-03-17,-24.16
2016-03-18,-24.13
2016-03-19,-24.21
2016-03-20,-24.26
2016-03-21,-24.18
2016-03-22,-24.09
2016-03-23,-24.03
2016-03-24,-24.13
2016-03-25,-24.26
2016-03-26,-24.25
2016-03-27,-24.23
2016-03-28,-24.14
2016-03-29,-24.12
2016-03-30,-24.14
2016-03-31,-24.13
2016-04-01,-24.13
2016-04-02,-24.16
2016-04-03,-24.15
2016-04-04,-24.15
2016-04-05,-24.17
2016-04-06,-24.21
2016-04-07,-24.18
2016-04-08,-24.18
2016-04-09,-24.13
2016-04-10,-24.16
2016-04-11,-24.21
2016-04-12,-24.23
2016-04-13,-24.19
2016-04-14,-24.22
2016-04-15,-24.3
2016-04-16,-24.35
2016-04-17,-24.38
2016-04-18,-24.39
2016-04-19,-24.42
2016-04-20,-24.43
2016-04-21,-24.45
2016-04-22,-24.4
2016-04-23,-24.35
2016-04-24,-24.16
2016-04-25,-24.23
2016-04-26,-24.22
2016-04-27,-24.24
2016-04-28,-24.24
2016-04-29,-24.42
2016-04-30,-24.38
2016-05-01,-24.27
2016-05-02,-24.23
2016-05-03,-24.19
2016-05-04,-24.25
2016-05-05,-24.28
2016-05-06,-24.29
2016-05-07,-24.29
2016-05-08,-24.23
2016-05-09,-24.24
2016-05-10,-24.22
2016-05-11,-24.18
2016-05-12,-24.24
2016-05-13,-24.21
2016-05-14,-24.21
2016-05-15,-24.2
2016-05-16,-24.2
2016-05-17,-24.19
2016-05-18,-24.21
2016-05-19,-24.14
2016-05-20,-24.1
2016-05-21,-24.2
2016-05-22,-24.15
2016-05-23,-24.11
2016-05-24,-24.05
2016-05-25,-24.1
2016-05-26,-24.06
2016-05-27,-24.02
2016-05-28,-24.03
2016-05-29,-23.93
2016-05-30,-23.88
2016-05-31,-23.88
2016-06-01,-23.85
2016-06-02,-23.69
2016-06-03,-23.67
2016-06-04,-23.73
2016-06-05,-23.71
2016-06-06,-23.73
2016-06-07,-23.78
2016-06-08,-23.78
2016-06-09,-23.75
2016-06-10,-23.69
2016-06-11,-23.71
2016-06-12,-23.66
2016-06-13,-23.6
2016-06-14,-23.63
2016-06-15,-23.65
2016-06-16,-23.66
2016-06-17,-23.74
2016-06-18,-23.75
2016-06-19,-23.72
2016-06-20,-23.55
2016-06-21,-23.55
2016-06-22,-23.59
2016-06-23,-23.61
2016-06-24,-23.63
2016-06-25,-23.7
2016-06-26,-23.69
2016-06-27,-23.66
2016-06-28,-23.68
2016-06-29,-23.78
2016-06-30,-23.82
2016-07-01,-23.89
2016-07-02,-23.91
2016-07-03,-23.96
2016-07-04,-23.95
2016-07-05,-24.01
2016-07-06,-24.05
2016-07-07,-24.04
2016-07-08,-24.1
2016-07-09,-24.11
2016-07-10,-24.12
2016-07-11,-24.11
2016-07-12,-24.18
2016-07-13,-24.15
2016-07-14,-24.17
2016-07-15,-23.96
2016-07-16,-23.92
2016-07-17,-23.93
2016-07-18,-23.94
2016-07-19,-24.0
2016-07-20,-24.08
2016-07-21,-24.16
2016-07-22,-24.23
2016-07-23,-24.26
2016-07-24,-24.04
2016-07-25,-23.9
2016-07-26,-23.95
2016-07-27,-23.98
2016-07-28,-23.99
2016-07-29,-24.14
2016-07-30,-24.39
2016-07-31,-24.47
2016-08-01,-24.46
2016-08-02,-24.39
2016-08-03,-24.38
2016-08-04,-24.41
2016-08-05,-24.44
2016-08-06,-24.4
2016-08-07,-24.33
2016-08-08,-24.37
2016-08-09,-24.34
2016-08-10,-24.39
2016-08-11,-24.39
2016-08-12,-24.49
2016-08-13,-24.49
2016-08-14,-24.46
2016-08-15,-24.4
2016-08-16,-24.41
2016-08-17,-24.51
2016-08-18,-24.5
2016-08-19,-24.56
2016-08-20,-24.54
2016-08-21,-24.58
2016-08-22,-24.67
2016-08-23,-24.67
2016-08-24,-24.69
2016-08-25,-24.65
2016-08-26,-24.61
2016-08-27,-24.63
2016-08-28,-24.59
2016-08-29,-24.52
2016-08-30,-24.55
2016-08-31,-24.39
2016-09-01,-24.41
2016-09-02,-24.42
2016-09-03,-24.45
2016-09-04,-24.44
2016-09-05,-24.38
2016-09-06,-24.43
2016-09-07,-24.44
2016-09-08,-24.51
2016-09-09,-24.61
2016-09-10,-24.54
2016-09-11,-24.6
2016-09-12,-24.58
2016-09-13,-24.65
2016-09-14,-24.6
2016-09-15,-24.6
2016-09-16,-24.5
2016-09-17,-24.39
2016-09-18,-24.41
2016-09-19,-24.28
2016-09-20,-24.26
2016-09-21,-24.24
2016-09-22,-24.26
2016-09-23,-24.33
2016-09-24,-24.29
2016-09-25,-24.25
2016-09-26,-24.2
2016-09-27,-24.28
2016-09-28,-24.31
2016-09-29,-24.38
2016-09-30,-24.38
2016-10-01,-24.34
2016-10-02,-24.25
2016-10-03,-24.26
2016-10-04,-24.29
2016-10-05,-24.26
2016-10-06,-24.23
2016-10-07,-24.15
2016-10-08,-24.34
2016-10-09,-24.29
2016-10-10,-24.21
2016-10-11,-24.13
2016-10-12,-24.25
2016-10-13,-24.29
2016-10-14,-24.25
2016-10-15,-24.3
2016-10-16,-24.35
2016-10-17,-24.36
2016-10-18,-24.25
2016-10-19,-24.2
2016-10-20,-24.16
2016-10-21,-24.16
2016-10-22,-24.17
2016-10-23,-24.11
2016-10-24,-24.18
2016-10-25,-24.17
2016-10-26,-24.23
2016-10-27,-24.26
2016-10-28,-24.25
2016-10-29,-24.19
2016-10-30,-24.14
2016-10-31,-24.18
2016-11-01,-24.22
2016-11-02,-24.13
2016-11-03,-24.16
2016-11-04,-24.19
2016-11-05,-24.1
2016-11-06,-24.1
2016-11-07,-24.14
2016-11-08,-24.03
2016-11-09,-24.12
2016-11-10,-24.05
2016-11-11,-24.05
2016-11-12,-24.05
2016-11-13,-24.1
2016-11-14,-24.09
2016-11-15,-24.12
2016-11-16,-24.07
2016-11-17,-24.0
2016-11-18,-23.95
2016-11-19,-23.85
2016-11-20,-23.84
2016-11-21,-23.96
2016-11-22,-23.95
2016-11-23,-23.92
2016-11-24,-23.84
2016-11-25,-23.73
2016-11-26,-23.85
2016-11-27,-23.81
2016-11-28,-23.8
2016-11-29,-23.82
2016-11-30,-23.92
2016-12-01,-23.78
2016-12-02,-23.78
2016-12-03,-23.69
2016-12-04,-23.71
2016-12-05,-23.82
2016-12-06,-23.83
2016-12-07,-23.72
2016-12-08,-23.73
2016-12-09,-23.68
2016-12-10,-23.66
2016-12-11,-23.52
2016-12-12,-23.49
2016-12-13,-23.82
2016-12-14,-23.74
2016-12-15,-23.64
2016-12-16,-23.61
2016-12-17,-23.71
2016-12-18,-23.64
2016-12-19,-23.54
2016-12-20,-23.47
2016-12-21,-23.57
2016-12-22,-23.64
2016-12-23,-23.59
2016-12-24,-23.61
2016-12-25,-23.51
2016-12-26,-23.4
2016-12-27,-23.47
2016-12-28,-23.51
2016-12-29,-23.54
2016-12-30,-23.51
2016-12-31,-23.52
2017-01-01,-23.52
2017-01-02,-23.51
2017-01-03,-23.49
2017-01-04,-23.53
2017-01-05,-23.54
2017-01-06,-23.61
2017-01-07,-23.62
2017-01-08,-23.65
2017-01-09,-23.74
2017-01-10,-23.76
2017-01-11,-23.87
2017-01-12,-23.87
2017-01-13,-23.77
2017-01-14,-23.9
2017-01-15,-23.87
2017-01-16,-23.78
2017-01-17,-23.68
2017-01-18,-23.68
2017-01-19,-23.7
2017-01-20,-23.75
2017-01-21,-23.75
2017-01-22,-23.7
2017-01-23,-23.68
2017-01-24,-23.59
2017-01-25,-23.58
2017-01-26,-23.64
2017-01-27,-23.63
2017-01-28,-23.58
2017-01-29,-23.59
2017-01-30,-23.58
2017-01-31,-23.54
2017-02-01,-23.58
2017-02-02,-23.58
2017-02-03,-23.45
2017-02-04,-23.46
2017-02-05,-23.41
2017-02-06,-23.38
2017-02-07,-23.51
2017-02-08,-23.57
2017-02-09,-23.57
2017-02-10,-23.58
2017-02-11,-23.58
2017-02-12,-23.54
2017-02-13,-23.51
2017-02-14,-23.54
2017-02-15,-23.58
2017-02-16,-23.56
2017-02-17,-23.49
2017-02-18,-23.43
2017-02-19,-23.44
2017-02-20,-23.46
2017-02-21,-23.43
2017-02-22,-23.38
2017-02-23,-23.32
2017-02-24,-23.38
2017-02-25,-23.43
2017-02-26,-23.5
2017-02-27,-23.46
2017-02-28,-23.35
2017-03-01,-23.4
2017-03-02,-23.38
2017-03-03,-23.4
2017-03-04,-23.4
2017-03-05,-23.37
2017-03-06,-23.28
2017-03-07,-23.31
2017-03-08,-23.45
2017-03-09,-23.47
2017-03-10,-23.42
2017-03-11,-23.44
2017-03-12,-23.4
2017-03-13,-23.42
2017-03-14,-23.45
2017-03-15,-23.41
2017-03-16,-23.4
2017-03-17,-23.34
2017-03-18,-23.34
2017-03-19,-23.3
2017-03-20,-23.27
2017-03-21,-23.27
2017-03-22,-23.37
2017-03-23,-23.27
2017-03-24,-23.31
2017-03-25,-23.29
2017-03-26,-23.31
2017-03-27,-23.2
2017-03-28,-23.21
2017-03-29,-23.18
2017-03-30,-23.22
2017-03-31,-23.21
2017-04-01,-23.22
2017-04-02,-23.11
2017-04-03,-23.1
2017-04-04,-23.11
2017-04-05,-23.17
2017-04-06,-23.13
2017-04-07,-23.16
2017-04-08,-23.23
2017-04-09,-23.23
2017-04-10,-23.23
2017-04-11,-23.22
2017-04-12,-23.16
2017-04-13,-23.18
2017-04-14,-23.26
2017-04-15,-23.24
2017-04-16,-23.13
2017-04-17,-23.14
2017-04-18,-23.01
2017-04-19,-23.04
2017-04-20,-23.05
2017-04-21,-23.03
2017-04-22,-23.03
2017-04-23,-23.04
2017-04-24,-23.0
2017-04-25,-23.01
2017-04-26,-22.94
2017-04-27,-23.03
2017-04-28,-22.96
2017-04-29,-23.07
2017-04-30,-22.98
2017-05-01,-23.01
2017-05-02,-22.96
2017-05-03,-23.08
2017-05-04,-23.08
2017-05-05,-23.1
2017-05-06,-23.09
2017-05-07,-22.99
2017-05-08,-22.92
2017-05-09,-22.94
2017-05-10,-22.99
2017-05-11,-23.02
2017-05-12,-22.98
2017-05-13,-23.14
2017-05-14,-23.2
2017-05-15,-23.2
2017-05-16,-23.21
2017-05-17,-23.18
2017-05-18,-23.19
2017-05-19,-23.22
2017-05-20,-23.3
2017-05-21,-23.23
2017-05-22,-23.19
2017-05-23,-23.23
2017-05-24,-23.3
2017-05-25,-23.35
2017-05-26,-23.39
2017-05-27,-23.54
2017-05-28,-23.61
2017-05-29,-23.6
2017-05-30,-23.68
2017-05-31,-23.76
2017-06-01,-23.8
2017-06-02,-23.78
2017-06-03,-23.82
2017-06-04,-23.84
2017-06-05,-23.88
2017-06-06,-23.93
2017-06-07,-23.95
2017-06-08,-24.06
2017-06-09,-24.09
2017-06-10,-24.14
2017-06-11,-24.21
2017-06-12,-24.23
2017-06-13,-24.26
2017-06-14,-24.4
2017-06-15,-24.47
2017-06-16,-24.52
2017-06-17,-24.53
2017-06-18,-24.6
2017-06-19,-24.57
2017-06-20,-24.59
2017-06-21,-24.68
2017-06-22,-24.73
2017-06-23,-24.79
2017-06-24,-24.86
2017-06-25,-24.87
2017-06-26,-24.86
2017-06-27,-24.91
2017-06-28,-24.9
2017-06-29,-24.74
2017-06-30,-24.58
2017-07-01,-24.44
2017-07-02,-24.43
2017-07-03,-24.5
2017-07-04,-24.54
2017-07-05,-24.71
2017-07-06,-24.93
2017-07-07,-25.05
2017-07-08,-25.13
2017-07-09,-25.2
2017-07-10,-25.2
2017-07-11,-25.25
2017-07-12,-25.29
2017-07-13,-25.36
2017-07-14,-25.4
2017-07-15,-25.45
2017-07-16,-25.52
2017-07-17,-25.52
2017-07-18,-25.58
2017-07-19,-25.61
2017-07-20,-25.7
2017-07-21,-25.71
2017-07-22,-25.75
2017-07-23,-25.76
2017-07-24,-25.74
2017-07-25,-25.54
2017-07-26,-25.48
2017-07-27,-25.39
2017-07-28,-25.48
2017-07-29,-25.67
2017-07-30,-25.71
2017-07-31,-25.77
2017-08-01,-25.91
2017-08-02,-25.98
2017-08-03,-26.11
2017-08-04,-26.16
2017-08-05,-26.24
2017-08-06,-26.26
2017-08-07,-26.26
2017-08-08,-26.24
2017-08-09,-26.25
2017-08-10,-26.27
2017-08-11,-26.29
2017-08-12,-26.11
2017-08-13,-25.97
2017-08-14,-25.95
2017-08-15,-26.02
2017-08-16,-26.07
2017-08-17,-26.16
2017-08-18,-26.23
2017-08-19,-26.3
2017-08-20,-26.31
2017-08-21,-26.36
2017-08-22,-26.37
2017-08-23,-26.41
2017-08-24,-26.46
2017-08-25,-26.5
2017-08-26,-26.54
2017-08-27,-26.55
2017-08-28,-26.55
2017-08-29,-26.61
2017-08-30,-26.64
2017-08-31,-26.66
2017-09-01,-26.65
2017-09-02,-26.54
2017-09-03,-26.53
2017-09-04,-26.71
2017-09-05,-26.65
2017-09-06,-26.63
2017-09-07,-26.59
2017-09-08,-26.58
2017-09-09,-26.57
2017-09-10,-26.48
2017-09-11,-26.4
2017-09-12,-26.5
2017-09-13,-26.56
2017-09-14,-26.53
2017-09-15,-26.5
2017-09-16,-26.49
2017-09-17,-26.55
2017-09-18,-26.57
2017-09-19,-26.53
2017-09-20,-26.53
2017-09-21,-26.57
2017-09-22,-26.6
2017-09-23,-26.6
2017-09-24,-26.59
2017-09-25,-26.6
2017-09-26,-26.61
2017-09-27,-26.63
2017-09-28,-26.63
2017-09-29,-26.65
2017-09-30,-26.67
2017-10-01,-26.7
2017-10-02,-26.71
2017-10-03,-26.69
2017-10-04,-26.73
2017-10-05,-26.73
2017-10-06,-26.75
2017-10-07,-26.84
2017-10-08,-26.83
2017-10-09,-26.81
2017-10-10,-26.86
2017-10-11,-26.95
2017-10-12,-26.97
2017-10-13,-26.99
2017-10-14,-27.01
2017-10-15,-27.04
2017-10-16,-27.01
2017-10-17,-27.03
2017-10-18,-27.01
2017-10-19,-27.02
2017-10-20,-27.04
2017-10-21,-27.06
2017-10-22,-26.97
2017-10-23,-26.98
2017-10-24,-27.06
2017-10-25,-27.1
2017-10-26,-27.11
2017-10-27,-27.1
2017-10-28,-27.09
2017-10-29,-27.06
2017-10-30,-27.13
2017-10-31,-27.23
2017-11-01,-27.29
2017-11-02,-27.26
2017-11-03,-27.22
2017-11-04,-27.22
2017-11-05,-27.19
2017-11-06,-27.21
2017-11-07,-27.38
2017-11-08,-27.42
2017-11-09,-27.42
2017-11-10,-27.34
2017-11-11,-27.38
2017-11-12,-27.35
2017-11-13,-27.28
2017-11-14,-27.36
2017-11-15,-27.41
2017-11-16,-27.42
2017-11-17,-27.45
2017-11-18,-27.47
2017-11-19,-27.46
2017-11-20,-27.56
2017-11-21,-27.5
2017-11-22,-27.46
2017-11-23,-27.48
2017-11-24,-27.5
2017-11-25,-27.46
2017-11-26,-27.43
2017-11-27,-27.53
2017-11-28,-27.5
2017-11-29,-27.46
2017-11-30,-27.48
2017-12-01,-27.56
2017-12-02,-27.6
2017-12-03,-27.65
2017-12-04,-27.7
2017-12-05,-27.83
2017-12-06,-27.8
2017-12-07,-27.72
2017-12-08,-27.58
2017-12-09,-27.56
2017-12-10,-27.64
2017-12-11,-27.59
2017-12-12,-27.65
2017-12-13,-27.71
2017-12-14,-27.69
2017-12-15,-27.65
2017-12-16,-27.7
2017-12-17,-27.78
2017-12-18,-27.77
2017-12-19,-27.78
2017-12-20,-27.75
2017-12-21,-27.7
2017-12-22,-27.63
2017-12-23,-27.61
2017-12-24,-27.54
2017-12-25,-27.48
2017-12-26,-27.23
2017-12-27,-27.15
2017-12-28,-27.31
2017-12-29,-27.45
2017-12-30,-27.41
2017-12-31,-27.48
2018-01-01,-27.31
2018-01-02,-27.32
2018-01-03,-27.34
2018-01-04,-27.29
2018-01-05,-27.24
2018-01-06,-27.24
2018-01-07,-27.23
2018-01-08,-27.29
2018-01-09,-27.23
2018-01-10,-27.26
2018-01-11,-27.21
2018-01-12,-27.26
2018-01-13,-27.25
2018-01-14,-27.21
2018-01-15,-27.26
2018-01-16,-27.19
2018-01-17,-27.09
2018-01-18,-27.21
2018-01-19,-27.12
2018-01-20,-27.17
2018-01-21,-27.13
2018-01-22,-27.21
2018-01-23,-27.26
2018-01-24,-27.31
2018-01-25,-27.26
2018-01-26,-27.2
2018-01-27,-27.24
2018-01-28,-27.26
2018-01-29,-27.14
2018-01-30,-27.12
2018-01-31,-27.05
2018-02-01,-26.95
2018-02-02,-26.88
2018-02-03,-26.98
2018-02-04,-27.09
2018-02-05,-27.12
2018-02-06,-27.04
2018-02-07,-27.03
2018-02-08,-27.09
2018-02-09,-27.05
2018-02-10,-27.0
2018-02-11,-27.0
2018-02-12,-26.94
2018-02-13,-26.98
2018-02-14,-26.96
2018-02-15,-27.02
2018-02-16,-27.01
2018-02-17,-27.0
2018-02-18,-26.86
2018-02-19,-26.94
2018-02-20,-26.85
2018-02-21,-26.87
2018-02-22,-26.86
2018-02-23,-26.89
2018-02-24,-26.86
2018-02-25,-26.73
2018-02-26,-26.67
2018-02-27,-26.72
2018-02-28,-26.91
2018-03-01,-26.89
2018-03-02,-26.84
2018-03-03,-26.89
2018-03-04,-26.84
2018-03-05,-26.6
2018-03-06,-26.57
2018-03-07,-26.67
2018-03-08,-26.71
2018-03-09,-26.7
2018-03-10,-26.62
2018-03-11,-26.46
2018-03-12,-26.35
2018-03-13,-26.45
2018-03-14,-26.48
2018-03-15,-26.39
2018-03-16,-26.29
2018-03-17,-26.24
2018-03-18,-26.14
2018-03-19,-26.1
2018-03-20,-26.06
2018-03-21,-26.12
2018-03-22,-25.98
2018-03-23,-25.88
2018-03-24,-25.84
2018-03-25,-25.77
2018-03-26,-25.71
2018-03-27,-25.65
2018-03-28,-25.49
2018-03-29,-25.48
2018-03-30,-25.4
2018-03-31,-25.29
2018-04-01,-25.27
2018-04-02,-25.12
2018-04-03,-25.07
2018-04-04,-25.06
2018-04-05,-24.97
2018-04-06,-24.99
2018-04-07,-24.94
2018-04-08,-24.89
2018-04-09,-24.72
2018-04-10,-24.7
2018-04-11,-24.62
2018-04-12,-24.52
2018-04-13,-24.5
2018-04-14,-24.48
2018-04-15,-24.34
2018-04-16,-24.29
2018-04-17,-24.43
2018-04-18,-24.4
2018-04-19,-24.33
2018-04-20,-24.28
2018-04-21,-24.23
2018-04-22,-24.24
2018-04-23,-24.25
2018-04-24,-24.28
2018-04-25,-24.12
2018-04-26,-24.12
2018-04-27,-24.04
2018-04-28,-24.05
2018-04-29,-24.0
2018-04-30,-23.99
2018-05-01,-23.9
2018-05-02,-23.79
2018-05-03,-23.76
2018-05-04,-23.81
2018-05-05,-23.82
2018-05-06,-23.79
2018-05-07,-23.72
2018-05-08,-23.69
2018-05-09,-23.65
2018-05-10,-23.81
2018-05-11,-23.84
2018-05-12,-23.8
2018-05-13,-23.69
2018-05-14,-23.62
2018-05-15,-23.54
2018-05-16,-23.56
2018-05-17,-23.52
2018-05-18,-23.47
2018-05-19,-23.51
2018-05-20,-23.47
2018-05-21,-23.47
2018-05-22,-23.45
2018-05-23,-23.41
2018-05-24,-23.35
2018-05-25,-23.37
2018-05-26,-23.38
2018-05-27,-23.36
2018-05-28,-23.37
2018-05-29,-23.33
2018-05-30,-23.35
2018-05-31,-23.33
2018-06-01,-23.38
2018-06-02,-23.4
2018-06-03,-23.41
2018-06-04,-23.39
2018-06-05,-23.41
2018-06-06,-23.49
2018-06-07,-23.51
2018-06-08,-23.45
2018-06-09,-23.38
2018-06-10,-23.34
2018-06-11,-23.38
2018-06-12,-23.42
2018-06-13,-23.38
2018-06-14,-23.25
2018-06-15,-23.28
2018-06-16,-23.3
2018-06-17,-23.31
2018-06-18,-23.37
2018-06-19,-23.44
2018-06-20,-23.47
2018-06-21,-23.52
2018-06-22,-23.53
2018-06-23,-23.51
2018-06-24,-23.42
2018-06-25,-23.41
2018-06-26,-23.43
2018-06-27,-23.48
2018-06-28,-23.55
2018-06-29,-23.56
2018-06-30,-23.61
2018-07-01,-23.73
2018-07-02,-23.75
2018-07-03,-23.84
2018-07-04,-23.94
2018-07-05,-24.05
2018-07-06,-24.15
2018-07-07,-24.17
2018-07-08,-24.09
2018-07-09,-24.12
2018-07-10,-24.18
2018-07-11,-24.22
2018-07-12,-24.26
2018-07-13,-24.34
2018-07-14,-24.34
2018-07-15,-24.34
2018-07-16,-24.37
2018-07-17,-24.42
2018-07-18,-24.4
2018-07-19,-24.43
2018-07-20,-24.47
2018-07-21,-24.5
2018-07-22,-24.53
2018-07-23,-24.58
